id,level,area,tags,question,option_a,option_b,option_c,option_d,option_e,correct_option,explanation_correct,source_url,review_note,mcq_only
RAM-013,Beginner,Research Assessment & Metrics,research-metrics; responsible-assessment; authorship-credit,Why is the CRediT taxonomy useful when assessing someone's contribution to a research output?,It automatically calculates a numeric score for each author's contribution,A workflow used specifically for assigning DOIs to research outputs,It replaces the peer review process with a contributor checklist,It verifies that each listed author holds a valid research permit,"It lets evaluators see the specific role someone played, rather than relying only on author order",e,"CRediT (Contributor Roles Taxonomy) provides a standardized list of 14 roles so that each contributor's specific involvement in a work can be described transparently, improving fairness and clarity in authorship.",https://credit.niso.org/,checked,
RAM-014,Beginner,Research Assessment & Metrics,research-metrics; metadata,Which of these is a citation database used to gather bibliometric data?,Scopus,Zenodo,ORCID,re3data,CITATION.cff,a,"Scopus (Elsevier) is a large abstract and citation database; others include Web of Science, Dimensions, and the open OpenAlex, all used to collect citation and publication data.",guides.lib.purdue.edu/citationdatabases/Scopus,checked,yes
RAM-015,Beginner,Research Assessment & Metrics,research-metrics,What is Google Scholar's 'i10-index'?,A simple count of the total number of authors indexed by the platform,Publications that have each received at least 10 citations,The official impact factor belonging to a researcher's tenth-ranked journal,"Specifically, a researcher's tenth most-cited individual paper",The total number of citations a researcher received over the last 10 years,b,"The i10-index, used in Google Scholar profiles, simply counts how many of a researcher's papers have at least 10 citations each - a straightforward productivity/impact indicator.",https://scholar.google.com/intl/en/scholar/metrics.html,checked,
RAM-016,Beginner,Research Assessment & Metrics,research-metrics; metadata,"Why do citation counts for the same researcher often differ between Google Scholar, Scopus, and Web of Science?",Because each database indexes a different set of sources,Because Scopus and Web of Science only count citations from open-access journals,Because citation counts are essentially generated at random,Because Google Scholar is the only one of the three that counts citations at all,Because the researcher themselves is able to directly edit the counts,a,"Each platform covers a different (and differently curated) universe of journals, books, conference papers, and other documents; Google Scholar is broadest and least curated, so counts and derived metrics like the h-index differ across sources.",https://en.wikipedia.org/wiki/Citation_index,checked,
RAM-017,Beginner,Research Assessment & Metrics,research-metrics; responsible-assessment,What does the 'responsible metrics' movement broadly advocate?,Using as many different metrics as possible for every single decision,Abolishing the practice of formal peer review across all disciplines,"sing quantitative indicators carefully, in support of expert judgement",Publicly ranking every individual researcher against their peers,Relying solely and exclusively on the Journal Impact Factor for evaluation,c,"Responsible metrics (as in DORA, the Leiden Manifesto, and the Metric Tide) call for indicators to be used transparently and in context, informing rather than replacing expert judgement, and always mindful of their limitations and potential to distort behavior.",https://www.stir.ac.uk/about/professional-services/information-services-and-library/current-students-and-staff/researchers/writing-and-research/publishing-and-impact/bibliometrics-and-citation-analysis/responsible-metrics/,checked,
RAM-018,Beginner,Research Assessment & Metrics,research-metrics,An 'Altmetric Attention Score' primarily reflects:,A direct measure of how high-quality a given paper actually is,"A weighted count of online attention across news, policy, and social media",Simply the total number of formal citations the paper has received,Simply a count of how many coauthors are listed on the paper,The official impact factor of the journal that published the paper,b,"The Altmetric Attention Score is a weighted aggregate of mentions across tracked sources (news outlets, policy documents, social media, blogs, etc.), indicating attention - not quality or scholarly citation.",https://www.altmetric.com/about-our-data/the-donut-and-score/,checked,
RAM-019,Beginner,Research Assessment & Metrics,research-metrics; responsible-assessment; equity-inclusion,Which statement about the h-index is a recognized limitation?,It cannot be meaningfully compared across fields with different citation cultures,It automatically corrects for differences in citation practices between fields,It is a metric that counts only citations a researcher makes to their own work,It rewards researchers who publish frequently regardless of how often they're cited,It is a metric that entirely ignores a researcher's publications altogether,a,"The h-index tends to grow with career length and cannot exceed the number of papers, so it structurally disadvantages researchers in low-citation fields and is not comparable across fields with different citation cultures.",https://en.wikipedia.org/wiki/H-index,checked,
RAM-020,Beginner,Research Assessment & Metrics,responsible-assessment; authorship-credit; equity-inclusion,What is a 'narrative CV'?,A formal report that narrates a researcher's citation counts of all of their publications,A standard narration structure used specifically by the authors to apply for faculty positions,A ranked list ordering a researcher's papers from most to least cited,a structured written description of a person's contributions and achievements that reflects a broad range of relevant skills and experiences,An AI-generated CV that lists all of a person's publications and activities,d,"Narrative CVs (such as UKRI's R̩sum̩ for Research and Innovation) prompt researchers to describe a fuller range of contributions in structured prose, countering over-reliance on publication lists and journal metrics in assessment.",https://www.ukri.org/what-we-do/supporting-healthy-research-and-innovation-culture/research-and-innovation-culture/supporting-the-community-adoption-of-r4r-like-narrative-cvs/narrative-cvs-what-they-are-and-why-use-them/,checked,
RAM-021,Beginner,Research Assessment & Metrics,research-metrics; responsible-assessment; equity-inclusion,What does 'field normalization' of a citation metric attempt to correct for?,The fact that citation rates differ greatly between disciplines,Systematic differences in the ages of the authors being compared,Simple differences in the spelling of author or journal names,Differences in the total number of pages an article happens to have,Differences in how many co-authors a paper typically has,a,"Because fields cite at very different rates (e.g., molecular biology vs mathematics), field-normalized indicators compare a paper's citations to the average for similar papers in the same field and year, enabling fairer cross-field comparison.",https://www.leidenmanifesto.org/,checked,
RAM-022,Beginner,Research Assessment & Metrics,research-metrics; metadata,OpenAlex differs from Web of Science and Scopus primarily because it:,Is considerably more expensive for institutions to access,Only covers research from the STEM fields,Provides openly available data rather than proprietary subscription-only data,Is an index that does not include citation data,Is run under the purview of EU council,c,"OpenAlex, Crossref, and OpenCitations make bibliographic and citation data openly available (supporting the open-research-information movement), in contrast to the proprietary, subscription-based Web of Science and Scopus.",https://openalex.org/,checked,
RAM-023,Beginner,Research Assessment & Metrics,research-metrics; responsible-assessment,Why is 'number of publications' alone a poor measure of research quality?,It rewards researchers who publish in the most prestigious journals,It automatically accounts for how much each publication has been cited,It reflects a researcher's overall standing within their specific field,It rewards quantity over quality and can incentivize salami-slicing,It only fails to capture quality for researchers early in their career,d,"A raw publication count measures output volume, not merit; over-weighting it can push researchers toward fragmenting work into least-publishable units and neglecting quality, rigor, and reproducibility.",https://sfdora.org/read/,checked,
RAM-024,Intermediate,Research Assessment & Metrics,research-metrics,How does Scopus's CiteScore differ from the Journal Impact Factor?,"CiteScore uses a longer, typically 4-year citation window",CiteScore is calculated independently by each journal's editorial board,CiteScore is a metric that counts only a journal's self-citations,CiteScore counts the same document types in both its numerator and denominator,CiteScore excludes review articles from its citation count,d,"CiteScore, from Elsevier's Scopus, counts the same document types in both the numerator and denominator, unlike the JIF's documented asymmetry there. It also uses a longer four-year window, but the document-type consistency is the more fundamental structural difference addressed here.",https://service.elsevier.com/app/answers/detail/a_id/14880/supporthub/scopus/,checked,
RAM-025,Intermediate,Research Assessment & Metrics,research-metrics; metadata,What is the initiative I4OC (Initiative for Open Citations) known for achieving?,Persuading publishers to make reference lists openly available via Crossref,Assigning persistent ORCID iDs to individual researchers around the world,Producing an annual ranking of the world's leading universities,Building the first comprehensive database of open-access journal,Making the calculation behind the Journal Impact Factor fully open,a,"I4OC campaigned for publishers to open the reference lists they deposit at Crossref; its success meant the large majority of Crossref-indexed references became openly available, underpinning open citation resources like OpenCitations and OpenAlex.",https://i4oc.org/,checked,
RAM-026,Intermediate,Research Assessment & Metrics,research-metrics; responsible-assessment,"The Leiden Manifesto principle that 'quantitative evaluation should support qualitative, expert assessment' implies that metrics should be used to:",Reduce the role of expert judgement in evaluation,Rank researchers based only on their metric scores,Automatically ranking researchers purely based on their metrics,Directly inform researchers' tenure decision based on their metric scores,Complement expert judgement rather than override it,e,"The Leiden Manifesto positions metrics as an aid to expert judgement: numbers can inform decisions but should not substitute for the contextual, qualitative assessment that peers provide.",http://www.leidenmanifesto.org/,checked,
RAM-027,Intermediate,Research Assessment & Metrics,research-metrics,What does SNIP (Source Normalized Impact per Paper) add compared to a raw journal citation average?,It corrects for differences in citation practices between fields,It simply measures how many times an article has been downloaded,It corrects for differences in how many papers a journal publishes per year,It counts citations received within a shorter recent time window,It is a measure that deliberately ignores citations altogether,a,"SNIP normalizes a journal's citation impact by the citation potential of its subject field, allowing fairer comparison of journals across disciplines with different citation densities and referencing behaviors.",https://www.journalindicators.com/methodology,checked,
RAM-028,Intermediate,Research Assessment & Metrics,research-metrics; responsible-assessment,Why can heavy reliance on any single metric trigger 'Goodhart's law' effects in research?,Because researchers stop optimizing for the underlying quality once the metric becomes the goal,Because a single metric can be independently verified by anyone,"Because people adjust their behavior to improve the metric itself, even at the expense of the outcome it was meant to represent",Because a metric under scrutiny becomes more accurate over time,Because Goodhart's law is most commonly discussed in the context of economic policy,c,"Once a metric becomes a target, people optimize for the number itself, such as fragmenting papers to raise publication counts, forming citation rings, or chasing high-JIF venues, rather than the underlying research quality it was meant to capture, causing the metric to lose its value as an indicator.",https://en.wikipedia.org/wiki/Goodhart's_law,checked,
RAM-029,Intermediate,Research Assessment & Metrics,research-metrics,What is a 'citation cartel' (or citation ring)?,A perfectly legitimate collaboration network formed between honest colleagues,A specific type of open license used for sharing research outputs,A group of authors or journals that cite each other excessively to inflate their metrics,"A natural pattern of frequent co-citation that occurs within a small, specialized subfield",A large database that simply stores and organizes citation records,c,"A citation cartel is coordinated, manipulative cross-citation - among authors, journals, or editors - designed to boost citation-based metrics artificially; it is a form of metric gaming that undermines the validity of those metrics.",https://en.wikipedia.org/wiki/Citation#Citation_manipulation,checked,
RAM-030,Intermediate,Research Assessment & Metrics,responsible-assessment,"Under DORA, what practical change is recommended for hiring and promotion committees?",Continue giving strong weight to the Journal Impact Factor in decisions,Assess the content and merit of a candidate's outputs and contributions directly,Count and consider mainly papers on which the candidate was first author,Use raw citation counts as the primary hiring criterion,Expect candidates to have published mainly in high-JIF journals,b,DORA asks evaluators to judge research on its own merits - reading the work and considering diverse contributions - instead of using where it was published (journal metrics) as a shortcut for quality.,https://sfdora.org/read/,checked,
RAM-031,Intermediate,Research Assessment & Metrics,research-metrics; metadata,How do OpenCitations and similar open citation indexes support research assessment reform?,By keeping their underlying citation data proprietary and available only to paying subscribers,By making citation data freely available and transparent,"By producing formal, ranked league tables that compare individual researchers directly against one another",By working to replace peer review as the primary method of evaluating research quality,By taking over the role of calculating and formally assigning official journal impact factor scores,b,"Open citation infrastructure lets anyone access and verify the underlying citation data, so analyses are transparent and reproducible and not locked to a single vendor's opaque, subscription database - supporting both open research information and responsible metrics.",https://opencitations.net/,checked,
RAM-032,Intermediate,Research Assessment & Metrics,research-metrics,What distinguishes SJR (SCImago Journal Rank) from a simple citation count?,It simply counts how many times an article has been downloaded,"It is a measure of journal quality based only on how many total citations a journal receives, without any weighting",It counts only citations that a paper makes back to its own authors' work,It weights citations by the prestige of the citing source,It weights citations by how recently the citing article was published,d,"SJR uses a prestige-weighted, network-based approach (akin to eigenvector centrality) in which citations from more prestigious journals contribute more, rather than treating all citations equally as a raw count does.",https://www.scimagojr.com/help.php,checked,
RAM-033,Intermediate,Research Assessment & Metrics,research-metrics; responsible-assessment; equity-inclusion,Why is the Journal Impact Factor an inappropriate tool for comparing researchers across disciplines?,Because it does not account for the number of authors on each paper,Because it already adjusts for differences in citation rates between fields,Because it reflects the quality of an individual article rather than the journal as a whole,Because it is calculated using a researcher's total career output,Because it is a journal-level metric tied to field-specific citation rates,e,"The JIF describes journals, and typical JIF values differ sharply between fields due to differing citation behaviors and article volumes; using it to compare individuals across disciplines conflates journal, field, and person, and ignores the individual's actual contributions.",https://sfdora.org/read/,checked,
RAM-034,Expert,Research Assessment & Metrics,research-metrics; responsible-assessment,"The Metric Tide report (2015) introduced which influential framework, and what were its dimensions?","The h-index, capturing dimensions of productivity and citation impact","Altmetrics, capturing attention across news outlets and social media","The Journal Impact Factor, capturing citations and formal reviews","CRediT, a taxonomy built around 14 distinct contributor roles","The concept of 'responsible metrics', built on five core dimensions",e,"The UK's Metric Tide review popularized 'responsible metrics', characterized by robustness (best available data), humility (metrics support not supplant judgement), transparency, diversity (reflecting varied outputs and career paths), and reflexivity (updating indicators as effects emerge).",https://www.ukri.org/publications/review-of-metrics-in-research-assessment-and-management/,checked,
RAM-035,Expert,Research Assessment & Metrics,responsible-assessment,"How do DORA, the Leiden Manifesto, the Metric Tide, and CoARA relate to one another?",They are competing standards that were developed independently and directly contradict and undermine one another,They each independently reinvented very similar ideas without any awareness of one another,"Each of the four frameworks specifically mandates that institutions adopt one particular, named metric","Only DORA and the Leiden Manifesto, among the four, actually address research metrics directly",They are complementary contributions to responsible research assessment,e,"These initiatives form a broadly aligned movement: DORA challenged JIF misuse, the Leiden Manifesto and Metric Tide provided principles for responsible metric use, and CoARA created an implementation coalition with concrete commitments - reinforcing rather than contradicting one another.",https://sfdora.org/2023/07/18/empowering-fair-evaluation-and-collective-impact-inorms-and-coaras-efforts-to-drive-change/,checked,
RAM-036,Expert,Research Assessment & Metrics,responsible-assessment,Why does CoARA's agreement call for 'abandoning inappropriate uses' of the JIF and h-index rather than banning metrics outright?,Because CoARA has chosen to take no position on the appropriate use of quantitative indicators,Because CoARA holds that all quantitative metrics are inherently harmful to research assessment,Because formally and legally banning the use of specific metrics is considered practically impossible,"Because the problem is misuse of metrics as quality proxies, not their existence",Because CoARA continues to rely on the Journal Impact Factor as its primary evaluation tool,d,"CoARA targets the inappropriate use of specific metrics (e.g., JIF/h-index as stand-ins for quality in hiring and funding) while allowing responsible, contextual quantitative input alongside qualitative peer judgement - reform of use, not prohibition of all metrics.",https://www.coara.org/agreement/the-commitments/,checked,
RAM-037,Expert,Research Assessment & Metrics,research-metrics; responsible-assessment; equity-inclusion,What is the 'Matthew effect' in the context of research recognition and metrics?,A phenomenon in which eminent researchers accrue disproportionately more recognition and citations,A specific type of statistical error that occurs when counting citations,A particular method used for normalizing citation counts across fields,A specific type of open license applied to research publications,A form of peer-review bias that specifically works against senior researchers,a,"The Matthew effect describes cumulative advantage: prominence attracts further citations, funding, and attention regardless of intrinsic merit, so citation-based metrics can entrench existing hierarchies rather than neutrally measure quality.",https://en.wikipedia.org/wiki/Matthew_effect,checked,
RAM-038,Expert,Research Assessment & Metrics,research-metrics; responsible-assessment,Why are altmetrics considered complementary indicators rather than measures of research quality?,Because altmetrics use the same underlying data sources as traditional citation counts,Because altmetrics track only attention and uptake within academic circles,Because altmetric data mostly comes from sources that have been through peer review,Because altmetrics are designed to replace traditional citation analysis as the primary quality signal,"Because they capture attention, which can be gamed and doesn't indicate scholarly merit",e,"Altmetrics measure how much and where an output is discussed, but attention can stem from controversy or promotion and can be manipulated; they usefully complement citations by showing broader reach, yet do not certify quality.",https://pmc.ncbi.nlm.nih.gov/articles/PMC8253863/,checked,
RAM-039,Expert,Research Assessment & Metrics,responsible-assessment; authorship-credit; equity-inclusion,A committee wants to assess a candidate's 'contribution to team science' fairly. Which approach best reflects responsible assessment principles?,"Use CRediT and narrative evidence to recognize varied roles, not just lead-author JIF outputs",Rank all of the candidates by summing the Journal Impact Factors of their first-author papers,Simply count the candidate's total number of publications and stop there,Use the candidate's raw h-index score as the sole deciding criterion,Require that the candidate have only ever published sole-authored papers,a,"Team science contributions are often invisible to conventional metrics, which tend to credit only first and last authors. Responsible assessment instead uses tools like the CRediT taxonomy, alongside narrative evidence, to recognize the specific roles each team member played, rather than relying on lead-author placement in high-JIF venues as a proxy for contribution.",https://pmc.ncbi.nlm.nih.gov/articles/PMC7455215/,checked,
RAM-040,Expert,Research Assessment & Metrics,research-metrics; responsible-assessment; metadata,"Why does the open-research-information movement (e.g., the Barcelona Declaration) argue that assessment reform depends on open metadata infrastructure?",Because open metadata is easier for a single vendor to maintain and update,Because reproducible evaluation needs the underlying data to be open and independently verifiable,Because moving to open metadata infrastructure entirely eliminates the need for traditional metrics,Because proprietary citation databases tend to undercount non-English-language research,Because the open research information movement specifically mandates universal use of the Journal Impact Factor,b,"Reforming assessment toward transparency and reproducibility is undercut if the data feeding evaluations is closed and unverifiable; open research information (open metadata, open citations) lets analyses be checked and reduces dependence on opaque commercial sources.",https://barcelona-declaration.org/,checked,
RAM-041,Expert,Research Assessment & Metrics,research-metrics; responsible-assessment,"Why did eLife's shift to a 'publish-review-curate' model lead Web of Science to stop assigning it a Journal Impact Factor, and what does this reveal about the JIF's assumptions?",Because eLife's published articles simply began attracting far too few citations from other researchers overall,"Because eLife formally merged its entire publishing operation with a separate, previously independent journal",Because eLife publishes reviewed preprints with assessments regardless of an accept/reject gate,Because eLife's reviewed preprints are not considered a distinct output type from standard journal articles,Because eLife made the deliberate decision to stop conducting any form of peer review on its submissions,c,"eLife's model publishes papers with public reviews and eLife Assessments rather than issuing binary accept/reject decisions; Web of Science's indexing (and thus JIF assignment) presumes conventional selective publishing, so eLife was only partially indexed - exposing the JIF's built-in assumption of accept/reject gatekeeping.",https://elifesciences.org/inside-elife/c11c6101/the-elife-model-an-update-on-progress-following-changes-in-web-of-science-indexing-status,checked,
RAM-042,Expert,Research Assessment & Metrics,research-metrics; responsible-assessment,What is a fundamental methodological criticism of the h-index beyond field and career-stage dependence?,It can be artificially inflated through coordinated self-citation,It treats a highly-cited single-author paper the same as a highly-cited paper with fifty co-authors,"It conflates productivity and impact into one number, insensitive to outliers",It rewards steady moderate output more than a small number of highly influential papers,It is a metric that counts citations intended to negatively criticize a paper,c,"Once a paper exceeds h citations, additional citations do not raise the h-index, so a researcher with a few extremely influential papers is not distinguished from one with many moderately cited ones; the single number discards information about the citation distribution's shape.",https://en.wikipedia.org/wiki/H-index,checked,
RAM-043,Expert,Research Assessment & Metrics,research-metrics; responsible-assessment,"How can well-intentioned quantitative targets in research assessment produce 'perverse incentives', and what does responsible assessment propose instead?",Quantitative targets in research assessment carry no behavioral side effects worth considering,The proposed solution is for researchers to publish only in the highest-Impact-Factor journals,"The proposed solution is to impose even stricter, more demanding, and more narrowly numeric targets on individual researchers","Targets like publication counts can drive salami-slicing; the proposed remedy favors qualitative, contextual judgement",The proposed solution is to remove peer review from the assessment process,d,"Numeric targets can incentivize gaming, such as salami-slicing work into the smallest publishable units to inflate counts, a dynamic Goodhart's law predicts whenever a measure becomes a target. Responsible assessment frameworks respond not by imposing stricter numeric targets, but by centering expert qualitative judgement and using metrics only as transparent, contextual support.",https://en.wikipedia.org/wiki/Goodhart's_law,checked,
RAM-044,Expert,Research Assessment & Metrics,research-metrics; responsible-assessment,"What does the Field-Weighted Citation Impact (FWCI) metric specifically normalize for, compared to a raw citation count?",It corrects only for differences in journal subscription pricing across publishers,"It corrects for differences in field, publication type, and publication year simultaneously",It corrects only for the number of authors listed on each publication,It corrects for citation counts by converting them into a fixed monetary value,It corrects only for the language in which a publication was written,b,"FWCI compares a publication's actual citations to the number expected for similar publications, matched by subject field, document type, and publication year, so a score of 1 means the output performs exactly as expected, and above or below 1 reflects better or worse performance than that specific benchmark group.",https://service.elsevier.com/app/answers/detail/a_id/14894/kw/FWCI/supporthub/scopus/,checked,
RAM-045,Intermediate,Research Assessment & Metrics,research-metrics; responsible-assessment; equity-inclusion,Why should citation counts be interpreted with attention to the field and age of a publication?,"Because older papers simply have less time to accumulate citations, all else being equal",Because citation counts differ depending on which single database is used to tally them,Because which papers get cited is ultimately governed by pure random chance,Because citation rates vary widely by discipline and accumulate over time,Because citations are mostly accumulated by formal review articles,d,"Different fields cite at very different rates and citations build up over years, so a fair reading requires normalizing by field and publication age rather than comparing raw totals directly.",https://www.leidenmanifesto.org/,checked,
RAM-046,Intermediate,Research Assessment & Metrics,research-metrics; responsible-assessment,What is the main idea behind using a 'basket of metrics' rather than a single indicator in evaluation?,Because no single metric captures research quality or impact,Because it allows rankings to be generated with no human input,Because it provides a mathematical guarantee of complete objectivity,Because it replaces the role that formal peer review currently plays,Because it simply makes the overall evaluation process faster to complete,a,"Relying on one number invites gaming and misses dimensions of research; a thoughtfully chosen set of indicators, used alongside qualitative judgement, better reflects varied contributions and reduces the distortion any single metric creates.",https://www.leidenmanifesto.org/,checked,
RAM-047,Beginner,Research Assessment & Metrics,research-metrics,What does the term 'bibliometrics' refer to?,The visual and aesthetic design work that goes into a book's cover,The process libraries use to catalogue and classify books by subject,The study of how journals set and adjust their subscription pricing,The quantitative analysis of publications and their citations,The formal ethical rules that govern who counts as an article's author,d,"Bibliometrics is the use of quantitative methods - counting and analyzing publications, citations, and related data - to study and measure aspects of scholarly output and communication.",https://en.wikipedia.org/wiki/Bibliometrics,checked,
RAM-048,Intermediate,Research Assessment & Metrics,research-metrics; responsible-assessment; equity-inclusion,Why is it problematic to compare researchers using the raw h-index across different career stages?,Because the h-index does not account for the number of co-authors on a paper,Because the h-index already adjusts for how long a researcher has been active,Because the h-index treats a highly-cited early paper the same as a recently-published one,Because a researcher's h-index score can decrease over time as older papers are excluded,Because the h-index tends to grow with time and total output,e,"Since the h-index depends on accumulated citations and number of publications, it rises over a career; comparing an early-career researcher's h-index directly with a senior one's disadvantages the former irrespective of quality.",https://en.wikipedia.org/wiki/H-index,checked,
RAM-049,Expert,Research Assessment & Metrics,research-metrics; responsible-assessment,How should an FWCI (Field-Weighted Citation Impact) score of 1.4 be interpreted?,"The publication has been cited 1.4 times more than a raw, unweighted citation count would suggest","The publication was cited about 40% more than the expected average for similar publications in its field, type, and year",The publication ranks in the top 1.4% of all publications indexed in Scopus,The publication's Journal Impact Factor is 1.4 points higher than the field average,The publication received 1.4 citations per co-author listed,b,"An FWCI of 1.4 means a publication was cited 40% more than the number expected for similar publications, matched by field, document type, and publication year. A score of exactly 1 represents the expected average for that benchmark group; the score is a ratio against that specific baseline, not a percentile rank, a raw citation multiplier, or a JIF-related figure.",https://service.elsevier.com/app/answers/detail/a_id/14894/kw/FWCI/supporthub/scopus/,checked,
RAM-050,Expert,Research Assessment & Metrics,responsible-assessment; policy-compliance,How do funder mandates interact with research-assessment reform (DORA/CoARA) to reshape incentives?,"They operate on separate tracks, with assessment reform following mandates only afterward",Assessment reform is fundamentally about refining how Journal Impact Factor gets calculated,Open access and data-sharing mandates change what researchers must do,"Because mandates are compliance-driven and reform is values-driven, they pull in opposing directions","By valuing diverse non-journal outputs, assessment reform reduces the incentive to publish openly",c,"Mandates set requirements (open access, FAIR data, PIDs) but can feel like compliance burdens unless evaluation also rewards these practices",https://link.springer.com/article/10.1007/s11192-026-05650-w,checked,
RDM-001,Beginner,Research Data Management,fair-data; metadata,What do the four letters in the FAIR data principles stand for?,"Formatted, Archived, Interlinked, Referenced","Federated, Authenticated, Immutable, Reviewed","Findable, Accessible, Interoperable, Reusable","Free, Accessible, Indexed, Reproducible","Fast, Automated, Integrated, Reliable",c,"FAIR stands for Findable, Accessible, Interoperable, and Reusable; the principles guide how research data and metadata should be managed to maximise reuse, including by machines.",https://www.go-fair.org/fair-principles/,checked,
RDM-002,Beginner,Research Data Management,repositories; preservation,What is re3data primarily used for?,Calculating and publishing journal impact factor scores every year,Finding and comparing research data repositories,Detecting plagiarism in submitted research manuscripts,Assigning permanent ORCID iDs to individual researchers,Hosting preprints before they undergo formal peer review,b,"re3data.org is a global, cross-disciplinary registry of research data repositories that researchers, funders, and librarians use to find where to deposit or locate data.",https://www.re3data.org/about,checked,
RDM-003,Beginner,Research Data Management,data-management-plans,A 'data management plan' (DMP) is best described as:,A piece of code written to run a specific statistical analysis on a dataset,A marketing plan designed to promote and advertise a published dataset,A license that transfers data ownership to a funder,A document describing how research data will be managed and preserved,A paid subscription that grants ongoing access to a data repository,d,"A data management plan is a formal document that outlines what a researcher will do with their data during and after a research project, including storage, metadata, sharing, and preservation, and is often required by funders.",https://dmptool.org/general_guidance,checked,
RDM-004,Intermediate,Research Data Management,fair-data; data-sharing; data-ethics,"A dataset is in a restricted-access repository requiring an application to obtain it, but it has rich standardized metadata and a clear reuse license. Can it still be considered FAIR?","No, because restricted data cannot have a persistent identifier","No, because FAIR and access controls are mutually exclusive","Yes, but only if the data is also released under a CC0 public domain license","Yes, because FAIR permits access controls when data remains discoverable","No, because FAIR requires all data to be openly and freely available",d,FAIR is not equal to open,https://www.go-fair.org/resources/faq/ask-question-difference-fair-data-open-data/,checked,
RDM-005,Beginner,Research Data Management,data-sharing; repositories,Which research output does the Zenodo repository accept?,Preprints from the field of physics are accepted for deposit,Peer-reviewed journal articles that have already been published,Outputs that originate from EU-funded research projects,Raw datasets collected from experiments run at CERN,"Outputs of any size, format, and discipline, without restriction",e,"Zenodo, operated by CERN with OpenAIRE, is a catch-all repository accepting data, software, and many other output types without restrictions on format, size, or discipline, and assigns a DataCite DOI to deposits.",https://about.zenodo.org/,checked,
RDM-006,Intermediate,Research Data Management,data-sharing; repositories,What is the common convention for when scientific data underlying a publication should be shared?,Sharing is encouraged but never required,"As soon as possible, no later than the time of the associated publication",Within five years of the grant ending,Only if another researcher formally requests it,Ten years after data collection,b,Major journals and funders converge on the same minimum bar,https://www.springernature.com/gp/authors/research-data-policy/data-availability-statements,checked,
RDM-007,Expert,Research Data Management,fair-data; data-ethics; indigenous-data-governance,What do the CARE Principles for Indigenous Data Governance add relative to the FAIR principles?,They completely replace FAIR with much stricter technical requirements,"They function as a licensing scheme, similar to Creative Commons",They define standardized metadata schemas for use by repositories,"They add an ethical, rights-based layer emphasizing Indigenous authority",They apply only to genomic and biomedical data specifically,d,"CARE (Collective Benefit, Authority to Control, Responsibility, Ethics) is people- and purpose-oriented, complementing the data-oriented FAIR principles by foregrounding Indigenous Peoples' rights, self-determination, and the ethical purposes for which data is used, rather than replacing or restricting FAIR's technical focus.",https://www.gida-global.org/careprinciples,checked,
RDM-008,Expert,Research Data Management,fair-data; metadata,Which statement best captures the difference between 'findable' and 'accessible' in FAIR?,"Findable applies only to individual data files, while accessible applies only to software packages","Findable requires the user to make a payment to a repository, whereas accessible never does",They are simply synonyms that mean exactly the same thing in every context,Findable means locatable via a PID and metadata; accessible means retrievable via a standard protocol,Findable means the data has been openly licensed; accessible means it is indexed by Google Search,d,"Findability concerns persistent identifiers and rich, indexed metadata so resources can be located; accessibility concerns retrieving them via standardized, open protocols (with authentication where needed) once located.",https://www.go-fair.org/fair-principles/,checked,
RDM-009,Expert,Research Data Management,fair-data,Why can a dataset be considered high quality in one research context but poor quality in another?,Because data quality is context-dependent: intrinsically accurate data can still have poor contextual fit for a given task,Because accuracy is the only real dimension of data quality,"Because data quality depends solely on how recently the data was collected, independent of its intended use","Because once metadata is added, contextual factors like relevance and completeness no longer affect quality","Because data quality assessments transfer directly across fields, so data judged high quality in one discipline is high quality in every discipline",a,"Data quality is commonly defined as ""fit for purpose,"" making it inherently context-dependent: the same data may be high quality for one use and poor quality for another. Data can have high intrinsic quality, such as accuracy and objectivity, independent of use, while still having poor contextual quality, such as low relevance, completeness, or timeliness, for a specific task at hand. Quality is multidimensional, so no single factor determines it, and assessments don't transfer automatically across different uses or fields.",https://rdm.mpdl.mpg.de/before-research/data-quality/,checked,
RDM-010,Beginner,Research Data Management,fair-data; metadata,What is metadata in the context of research data?,Structured information that describes data,"The raw, completely unprocessed measurements that were collected during the study",A backup copy of the dataset that is kept stored on a separate server,The specific software program that was used to analyze the data,"A formal citation that points to a separate, related journal article",a,"Metadata is ""data about data"": descriptive information such as title, creator, date, method, variables, and rights/license that makes a dataset findable, understandable, and reusable by people and machines.",https://dmptool.org/general_guidance,checked,
RDM-011,Beginner,Research Data Management,preservation,"Why are open file formats (e.g., CSV, TXT, PNG) generally preferred over proprietary ones (e.g., XLSX, a vendor's binary format) for long-term data preservation?",Open formats remain readable without needing specific commercial software,Proprietary formats are less secure than open formats,Open formats are usually smaller in file size than proprietary ones,Open formats automatically generate and attach metadata to the file,Open formats generally compress data more efficiently than proprietary ones,a,"Open, non-proprietary formats are documented and not tied to particular software or vendors, so data stored in them is far more likely to remain accessible years later, even if specific applications disappear.",https://howtofair.dk/how-to-fair/file-formats/,checked,
